【Hero.csv】
ID,ScriptName,CNName,FirstName,SecondName,EnglishName,ClanID,CultureID,GenerateType,AppearanceID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
string,string,string,string,string,string,string,cultureID,string,int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
骑砍ID,剧本中文名,简体中文名,姓氏,名,罗马音名,家族ID,文化,生成类型,外观模版,生年,登场,终年,死因,父亲,父亲编号,祖父,祖父编号,亲族,仕官倾向,仕官相性,亲密相性,性情,精神,主义,行动,情义,野心,喜好,物欲,饮酒,出身,武具,统率,武力,政务,智谋,魅力,足轻,骑马,火枪,水军,弓术,武艺,军学,忍术,建筑,开垦,矿山,算术,礼法,辩才,茶道,医术,特殊合战卡,秘技卡,称号卡,亲密获取,组合获取,事件获取,流亡之章,姓名,身份,立场,所属势力,所属据点,所属流派,乱麻之章,姓名,身份,立场,所属势力,所属据点,所属流派,日轮之章,姓名,身份,立场,所属势力,所属据点,所属流派,升龙之章,姓名,身份,立场,所属势力,所属据点,所属流派,覇道之章,姓名,身份,立场,所属势力,所属据点,所属流派,转变之章,姓名,身份,立场,所属势力,所属据点,所属流派,浪华之章,姓名,身份,立场,所属势力,所属据点,所属流派,太平之章,姓名,身份,立场,所属势力,所属据点,所属流派,梦幻之章,姓名,身份,立场,所属势力,所属据点,所属流派
lord_1_niwa_nagashige,丹羽長重,丹羽长重,丹羽,长重,Niwa Nagashige,clan_niwa_1,kinai,家族和文化自动推断,,1571,1585,1637,病死,丹羽长秀,565,,,丹羽长秀,只限武将,15,20,温和,胆小,普通,普通,普通,56,艺术品,普通,普通,平氏,刀剑,53,41,42,38,30,2,1,0,0,0,1,1,1,0,0,0,1,0,2,1,0,无,强袭,无,无要求,,,未登场,丹羽长重,足轻组头,陪臣（丹羽长秀）,织田家,那古野城,无,未登场,丹羽长重,足轻组头,陪臣（丹羽长秀）,织田家,清洲城,无,未登场,丹羽长重,足轻组头,陪臣（丹羽长秀）,织田家,清洲城,无,未登场,丹羽长重,足轻组头,陪臣（丹羽长秀）,织田家,岐阜城,无,未登场,丹羽长重,足轻组头,陪臣（丹羽长秀）,织田家,佐和山城,无,未登场,丹羽长重,足轻组头,陪臣（丹羽长秀）,织田家,佐和山城,无,已登场,丹羽长重,家老,直臣,丹羽家,北之庄城,无,已登场,丹羽长重,大名,首领,丹羽家,小松城,无,已登场,丹羽长重,浪人,其他,无,长滨之町,无
lord_1_niwa,丹羽長秀,丹羽长秀,丹羽,长秀,Niwa Nagahide,clan_niwa_1,tosan,精确匹配织丰,,1535,1554,1585,病死,,,,,丹羽长重,只限武将,10,10,温和,普通,普通,普通,普通,40,武具,无欲,普通,平氏,刀剑,77,56,81,70,75,3,2,2,0,0,2,2,0,4,3,1,3,1,2,2,1,紧急修补,强袭，拔突，铁壁，丢钱,无,一般条件,,,已登场,丹羽长秀,侍大将,直臣,织田家,那古野城,无,已登场,丹羽长秀,家老,直臣,织田家,清洲城,无,已登场,丹羽长秀,家老,直臣,织田家,清洲城,无,已登场,丹羽长秀,家老,直臣,织田家,岐阜城,无,已登场,丹羽长秀,城主,直臣,织田家,佐和山城,无,已登场,丹羽长秀,城主,直臣,织田家,佐和山城,无,已登场,丹羽长秀,大名,首领,丹羽家,北之庄城,无,已死亡,丹羽长秀,无效,无效,无,无效,无,已登场,丹羽长秀,浪人,其他,无,长滨之町,无
lord_1_nukui,溫井景隆,温井景隆,温井,景隆,Nukui Kagetaka,clan_nukui_1,hokuriku,精确匹配织丰,,1532,1554,1582,病死,,,,,,只限武将,90,90,性急,勇敢,普通,轻率,普通,72,书籍,无欲,普通,藤原氏,刀剑,51,31,60,68,64,1,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,无,强袭,无,无要求,,,已登场,温井景隆,家老,直臣,畠山家,七尾城,无,已登场,温井景隆,家老,直臣,畠山家,七尾城,无,已登场,温井景隆,侍大将,直臣,畠山家,七尾城,无,已登场,温井景隆,家老,直臣,长家,七尾城,无,已登场,温井景隆,家老,直臣,长家,七尾城,无,已登场,温井景隆,侍大将,陪臣（中条景泰）,上杉家,鱼津城,无,已死亡,温井景隆,无效,无效,无,无效,无,已死亡,温井景隆,无效,无效,无,无效,无,已登场,温井景隆,浪人,其他,无,足利之町,无
lord_1_numata_sukemitsu,沼田祐光,沼田祐光,沼田,祐光,Numata Sukemitsu,clan_numata_1,kinai,基于分组自动创建家族,,1538,1554,1612,病死,,,,,,全职种,96,96,普通,普通,普通,普通,普通,68,艺术品,贪心,嗜酒如命,平氏,刀剑,59,58,70,79,69,2,2,1,0,1,1,3,0,1,1,0,2,1,2,0,2,无,强袭,策士,无要求,,,未登场,沼田祐光,足轻组头,陪臣（细川藤孝）,足利家,朽木谷城,无,已登场,沼田祐光,足轻组头,陪臣（细川藤孝）,足利家,朽木谷城,无,已登场,沼田祐光,浪人,其他,无,弘前之町,无,已登场,沼田祐光,足轻组头,陪臣（大浦为信）,南部家,大浦城,无,已登场,沼田祐光,足轻组头,陪臣（津轻为信）,南部家,大浦城,无,已登场,沼田祐光,足轻大将,陪臣（津轻为信）,南部家,大浦城,无,已登场,沼田祐光,足轻大将,直臣,津轻家,大浦城,无,已登场,沼田祐光,家老,直臣,津轻家,大浦城,无,已登场,沼田祐光,浪人,其他,无,甲府之町,无
lord_1_negishi_tokaku,根岸兎角,根岸兔角,根岸,兔角,Negishi Tokaku,clan_negishi_1,neutral_culture,基于分组自动创建家族,,1556,1570,1615,病死,,,,,,全职种,80,80,普通,普通,现实,轻率,不重情义,64,武具,普通,普通,其他,刀剑,10,86,16,20,18,0,0,0,0,0,4,2,3,0,0,0,0,0,0,0,0,刺杀,强袭，连续斩，八神太刀，一之太刀，拔突，二连苦无，半月，神妙剑，当身，刚力，金刚力，铁壁，气声，辱骂，大喝，炯眼，罗刹,剑豪,一般条件,,,未登场,根岸兔角,浪人,其他,无,鹿岛之町,一羽流,未登场,根岸兔角,浪人,其他,无,鹿岛之町,一羽流,未登场,根岸兔角,浪人,其他,无,鹿岛之町,一羽流,未登场,根岸兔角,浪人,其他,无,鹿岛之町,一羽流,已登场,根岸兔角,浪人,其他,无,鹿岛之町,一羽流,已登场,根岸兔角,浪人,其他,无,鹿岛之町,一羽流,已登场,根岸兔角,浪人,其他,无,鹿岛之町,一羽流,已登场,根岸兔角,足轻组头,直臣,黑田家,中津城,微尘流,已登场,根岸兔角,上忍,直臣,外闻众,外闻之里,一羽流
lord_1_nenei_shigenaga,禰寢重長,祢寝重长,祢寝,重长,Nenei Shigenaga,clan_nenei_1,saikai,基于分组自动创建家族,,1536,1554,1580,病死,,,,,,只限武将,80,80,普通,普通,普通,普通,普通,50,武具,无欲,普通,平氏,刀剑,56,29,76,58,59,2,1,1,0,0,0,1,0,1,3,1,2,2,2,1,1,无,强袭,无,无要求,,,未登场,祢寝重长,足轻组头,直臣,肝付家,大隅高山城,无,已登场,祢寝重长,足轻组头,直臣,肝付家,大隅高山城,无,已登场,祢寝重长,足轻组头,直臣,肝付家,大隅高山城,无,已登场,祢寝重长,足轻组头,直臣,肝付家,大隅高山城,无,已登场,祢寝重长,足轻组头,直臣,岛津家,内城,无,已死亡,祢寝重长,无效,无效,无,无效,无,已死亡,祢寝重长,无效,无效,无,无效,无,已死亡,祢寝重长,无效,无效,无,无效,无,已登场,祢寝重长,浪人,其他,无,长滨之町,无
lord_1_nezu_jinpachi,根津甚八,根津甚八,根津,甚八,Nezu Jinpachi,clan_nezu_1,neutral_culture,基于分组自动创建家族,,1573,1587,1615,战死,,,,,,全职种,49,49,普通,勇敢,理想,轻率,重视情义,55,南蛮物,无欲,普通,源氏,刀剑,31,76,22,46,67,1,0,2,3,1,3,1,2,0,0,0,0,0,0,0,0,焙烙,强袭，连续斩，拔突，二连苦无，刚力，铁壁,无,一般条件,,,未登场,根津甚八,浪人,其他,无,大凑之町,无,未登场,根津甚八,浪人,其他,无,大凑之町,无,未登场,根津甚八,浪人,其他,无,大凑之町,无,未登场,根津甚八,浪人,其他,无,大凑之町,无,未登场,根津甚八,浪人,其他,无,大凑之町,无,未登场,根津甚八,浪人,其他,无,大凑之町,无,未登场,根津甚八,浪人,其他,无,大凑之町,无,已登场,根津甚八,水夫,直臣,熊野水军,鸟羽之砦,无,已登场,根津甚八,足轻大将,直臣,八板家,姬路城,无
lord_1_nomi_munemasa,乃美宗勝,乃美宗胜,乃美,宗胜,Nomi Munemasa,clan_nomi_1,sanyo,基于分组自动创建家族,,1527,1554,1592,病死,,,,,,全职种,36,36,普通,普通,普通,轻率,普通,37,艺术品,普通,嗜酒如命,平氏,刀剑,62,59,27,63,57,1,1,2,4,0,0,1,0,0,0,0,0,0,0,0,0,进水,强袭,无,无要求,,,已登场,乃美宗胜,侍大将,陪臣（小早川隆景）,毛利家,吉田郡山城,无,已登场,乃美宗胜,部将,直臣,毛利家,吉田郡山城,无,已登场,乃美宗胜,侍大将,直臣,毛利家,吉田郡山城,无,已登场,乃美宗胜,部将,陪臣（小早川隆景）,毛利家,三原城,无,已登场,乃美宗胜,部将,陪臣（小早川隆景）,毛利家,三原城,无,已登场,乃美宗胜,部将,陪臣（小早川隆景）,毛利家,三原城,无,已登场,乃美宗胜,部将,陪臣（小早川隆景）,毛利家,三原城,无,已死亡,乃美宗胜,无效,无效,无,无效,无,已登场,乃美宗胜,浪人,其他,无,府内之町,无
lord_1_haikan_ieie,拜鄉家嘉,拜乡家嘉,拜乡,家嘉,Haikan Ieie,clan_haikan_1,kinai,基于分组自动创建家族,,1538,1554,1583,战死,,,,,,只限武将,85,85,普通,普通,普通,轻率,普通,57,武具,贪心,普通,其他,刀剑,62,54,49,45,58,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,无,强袭，拔突，铁壁,无,无要求,,,未登场,拜乡家嘉,足轻组头,陪臣（柴田胜家）,织田家,那古野城,无,已登场,拜乡家嘉,浪人,其他,无,清洲之町,无,已登场,拜乡家嘉,浪人,其他,无,清洲之町,无,已登场,拜乡家嘉,足轻组头,陪臣（柴田胜家）,织田家,岐阜城,无,已登场,拜乡家嘉,足轻组头,陪臣（柴田胜家）,织田家,北之庄城,无,已登场,拜乡家嘉,侍大将,陪臣（柴田胜家）,织田家,北之庄城,无,已死亡,拜乡家嘉,无效,无效,无,无效,无,已死亡,拜乡家嘉,无效,无效,无,无效,无,已登场,拜乡家嘉,浪人,其他,无,小诸之町,无
lord_1_hegawa_ujisoku,垪和氏續,垪和氏续,垪和,氏续,Hegawa Ujisoku,clan_hegawa_1,kanto,基于分组自动创建家族,,1522,1555,1587,病死,,,,,,只限武将,82,82,普通,普通,普通,慎重,重视情义,31,艺术品,无欲,普通,其他,刀剑,65,51,36,59,46,2,2,1,2,2,1,2,0,0,1,0,0,0,0,0,0,无,强袭，刚弓,无,无要求,,,已登场,垪和氏续,家老,直臣,北条家,小田原城,无,已登场,垪和氏续,家老,直臣,北条家,小田原城,无,已登场,垪和氏续,部将,直臣,北条家,小田原城,无,已登场,垪和氏续,城主,直臣,北条家,兴国寺城,无,已登场,垪和氏续,城主,直臣,北条家,兴国寺城,无,已登场,垪和氏续,城主,直臣,北条家,兴国寺城,无,已登场,垪和氏续,城主,直臣,北条家,兴国寺城,无,已死亡,垪和氏续,无效,无效,无,无效,无,已登场,垪和氏续,浪人,其他,无,严岛之町,无
lord_1_haga,芳賀高定,芳贺高定,芳贺,高定,Haga Takasada,clan_haga_1,kanto,精确匹配织丰,,1527,1554,1570,病死,,,,,,全职种,50,50,普通,普通,普通,慎重,不重情义,59,武具,贪心,普通,其他,刀剑,59,36,64,72,60,1,2,0,0,0,1,2,0,1,1,1,1,2,3,0,1,无,强袭,无,无要求,,,已登场,芳贺高定,家老,直臣,宇都宫家,宇都宫城,无,已登场,芳贺高定,家老,直臣,宇都宫家,宇都宫城,无,已登场,芳贺高定,家老,直臣,宇都宫家,宇都宫城,无,已登场,芳贺高定,家老,直臣,宇都宫家,宇都宫城,无,已死亡,芳贺高定,无效,无效,无,无效,无,已死亡,芳贺高定,无效,无效,无,无效,无,已死亡,芳贺高定,无效,无效,无,无效,无,已死亡,芳贺高定,无效,无效,无,无效,无,已登场,芳贺高定,浪人,其他,无,严岛之町,无
lord_1_haga_4,芳賀高繼,芳贺高继,芳贺,高继,Haga Takatsugu,clan_haga_1,kanto,精确匹配织丰,,1550,1564,1592,病死,,,,,,全职种,50,50,温和,普通,现实,普通,不重情义,78,书籍,无欲,普通,其他,刀剑,49,43,60,70,62,1,1,1,0,1,1,1,0,0,2,1,1,1,2,2,1,无,强袭,无,无要求,,,未登场,芳贺高继,部将,直臣,宇都宫家,宇都宫城,无,未登场,芳贺高继,部将,直臣,宇都宫家,宇都宫城,无,已登场,芳贺高继,部将,直臣,宇都宫家,宇都宫城,无,已登场,芳贺高继,部将,直臣,宇都宫家,宇都宫城,无,已登场,芳贺高继,部将,直臣,宇都宫家,宇都宫城,无,已登场,芳贺高继,部将,直臣,宇都宫家,宇都宫城,无,已登场,芳贺高继,部将,直臣,宇都宫家,宇都宫城,无,已死亡,芳贺高继,无效,无效,无,无效,无,已登场,芳贺高继,浪人,其他,无,会津之町,无
lord_1_tomono_jiroubei,友野二郎兵衛,友野二郎兵卫,友野,二郎兵卫,Tomono Jiroubei,clan_tomono_1,neutral_culture,基于分组自动创建家族,,1520,1554,1574,病死,,,,,友野宗善,武将以外优先,60,60,温和,普通,普通,慎重,重视情义,30,书籍,贪心,普通,其他,枪,17,21,60,52,37,0,0,0,0,0,0,0,1,2,1,1,3,1,3,2,1,无,拔突，丢钱，大宴宾客,风雅之士,无要求,,,已登场,友野二郎兵卫,当家,首领,友野屋,骏府之町,无,已登场,友野二郎兵卫,当家,首领,友野屋,骏府之町,无,已登场,友野二郎兵卫,当家,首领,友野屋,骏府之町,无,已登场,友野二郎兵卫,当家,首领,友野屋,骏府之町,无,已死亡,友野二郎兵卫,无效,无效,无,无效,无,已死亡,友野二郎兵卫,无效,无效,无,无效,无,已死亡,友野二郎兵卫,无效,无效,无,无效,无,已死亡,友野二郎兵卫,无效,无效,无,无效,无,已登场,友野二郎兵卫,侍大将,直臣,二阶堂家,金泽城,无
lord_1_hasekura_tsunenaga,支倉常長,支仓常长,支仓,常长,Hasekura Tsunenaga,clan_hasekura_1,ou,基于分组自动创建家族,,1571,1585,1622,病死,,,,,,全职种,62,62,普通,勇敢,理想,慎重,重视情义,56,南蛮物,无欲,普通,其他,刀剑,41,34,60,70,86,0,0,0,2,0,0,0,0,0,0,2,3,3,3,1,2,无,强袭，丢钱,无,一般条件,,,未登场,支仓常长,足轻组头,直臣,伊达家,米泽城,无,未登场,支仓常长,足轻组头,直臣,伊达家,米泽城,无,未登场,支仓常长,足轻组头,直臣,伊达家,米泽城,无,未登场,支仓常长,足轻组头,直臣,伊达家,米泽城,无,未登场,支仓常长,足轻组头,直臣,伊达家,米泽城,无,未登场,支仓常长,足轻组头,直臣,伊达家,米泽城,无,未登场,支仓常长,足轻组头,直臣,伊达家,米泽城,无,已登场,支仓常长,侍大将,直臣,伊达家,仙台城,无,已登场,支仓常长,浪人,其他,无,长滨之町,无
lord_1_hatakeyama_3,畠山高政,畠山高政,畠山,高政,Hatakeyama Takamasa,clan_hatakeyama_1,kinai,精确匹配织丰,,1527,1554,1576,病死,畠山政国,1317,,,畠山秋高,只限武将,0,0,性急,勇敢,理想,轻率,不重情义,83,艺术品,贪心,嗜酒如命,源氏,刀剑,32,39,42,36,28,1,1,1,1,1,1,0,0,0,0,0,0,3,1,1,0,无,强袭,无,无要求,,,已登场,畠山高政,大名,首领,畠山家,高屋城,无,已登场,畠山高政,大名,首领,畠山家,高屋城,无,已登场,畠山高政,大名,首领,畠山家,高屋城,无,已登场,畠山高政,城主,直臣,织田家,高屋城,无,已登场,畠山高政,浪人,其他,无,杂贺之町,无,已死亡,畠山高政,无效,无效,无,无效,无,已死亡,畠山高政,无效,无效,无,无效,无,已死亡,畠山高政,无效,无效,无,无效,无,已登场,畠山高政,足轻组头,直臣,山中家,江户城,无
lord_1_hatakeyamayoshitsugu,畠山義續,畠山义续,畠山,义续,HatakeyamaYoshitsugu,clan_hatakeyama_1,kinai,家族和文化自动推断,,1516,1554,1590,病死,畠山义总,1341,,,畠山义纲 松波义亲,只限武将,90,90,普通,勇敢,普通,轻率,普通,55,艺术品,贪心,普通,源氏,刀剑,32,30,48,17,18,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,无,强袭,无,无要求,,,已登场,畠山义续,大名,首领,畠山家,七尾城,无,已登场,畠山义续,家老,直臣,畠山家,七尾城,无,已登场,畠山义续,家老,直臣,畠山家,七尾城,无,已登场,畠山义续,浪人,其他,无,目加田之町,无,已登场,畠山义续,浪人,其他,无,目加田之町,无,已登场,畠山义续,浪人,其他,无,安土之町,无,已登场,畠山义续,浪人,其他,无,安土之町,无,已死亡,畠山义续,无效,无效,无,无效,无,已登场,畠山义续,足轻组头,直臣,山中家,江户城,无
dead_lord_1_notohatakeyama_2,畠山義綱,畠山义纲,畠山,义纲,Noto-Hatakeyama Yoshitsuna,clan_notohatakeyama_1,hokuriku,精确匹配织丰,,1537,1554,1593,病死,畠山义续,579,畠山义总,###,畠山义续 松波义亲,只限武将,90,90,普通,胆小,理想,慎重,普通,78,南蛮物,贪心,普通,源氏,刀剑,54,47,58,36,28,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,无,强袭,无,无要求,,,已登场,畠山义纲,家老,直臣,畠山家,七尾城,无,已登场,畠山义纲,大名,首领,畠山家,七尾城,无,已登场,畠山义纲,大名,首领,畠山家,七尾城,无,已登场,畠山义纲,浪人,其他,无,今滨之町,无,已登场,畠山义纲,浪人,其他,无,长滨之町,无,已登场,畠山义纲,浪人,其他,无,长滨之町,无,已登场,畠山义纲,浪人,其他,无,长滨之町,无,已死亡,畠山义纲,无效,无效,无,无效,无,已登场,畠山义纲,足轻组头,直臣,山中家,江户城,无
lord_1_kiku_koushu,波多野晴通,波多野晴通,波多野,晴通,Kiku Koushu,clan_kiku_1,saikai,基于分组自动创建家族,,1520,1554,1560,病死,,,,,波多野秀尚 波多野秀治,只限武将,40,40,普通,普通,普通,轻率,不重情义,38,艺术品,普通,普通,藤原氏,刀剑,28,27,38,19,36,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,无,强袭,无,无要求,,,已登场,波多野晴通,大名,首领,波多野家,八上城,无,已登场,波多野晴通,大名,首领,波多野家,八上城,无,已死亡,波多野晴通,无效,无效,无,无效,无,已死亡,波多野晴通,无效,无效,无,无效,无,已死亡,波多野晴通,无效,无效,无,无效,无,已死亡,波多野晴通,无效,无效,无,无效,无,已死亡,波多野晴通,无效,无效,无,无效,无,已死亡,波多野晴通,无效,无效,无,无效,无,已登场,波多野晴通,船头,直臣,丰后水军,一尺屋之砦,无
lord_1_kiku_hidenari,波多野秀尚,波多野秀尚,波多野,秀尚,Kiku Hidenari,clan_kiku_1,saikai,基于分组自动创建家族,,1540,1554,1579,病死,波多野晴通,581,,,波多野晴通 波多野秀治,只限武将,40,40,普通,普通,普通,轻率,不重情义,60,艺术品,普通,普通,藤原氏,刀剑,57,53,38,29,36,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,无,强袭,无,无要求,,,未登场,波多野秀尚,部将,直臣,波多野家,八上城,无,已登场,波多野秀尚,部将,直臣,波多野家,八上城,无,已登场,波多野秀尚,部将,直臣,波多野家,八上城,无,已登场,波多野秀尚,部将,直臣,波多野家,八上城,无,已登场,波多野秀尚,部将,直臣,波多野家,八上城,无,已死亡,波多野秀尚,无效,无效,无,无效,无,已死亡,波多野秀尚,无效,无效,无,无效,无,已死亡,波多野秀尚,无效,无效,无,无效,无,已登场,波多野秀尚,头领,首领,丰后水军,一尺屋之砦,无
lord_1_kiku,波多野秀治,波多野秀治,波多野,秀治,Kiku,clan_kiku_1,saikai,基于分组自动创建家族,,1535,1554,1579,病死,波多野晴通,581,,,波多野晴通 波多野秀尚,只限武将,40,40,普通,普通,理想,轻率,不重情义,61,书籍,无欲,普通,藤原氏,刀剑,64,64,43,33,56,2,0,1,0,0,0,1,0,0,0,1,0,2,1,0,0,无,强袭,无,一般条件,,,已登场,波多野秀治,家老,直臣,波多野家,八上城,无,已登场,波多野秀治,家老,直臣,波多野家,八上城,无,已登场,波多野秀治,大名,首领,波多野家,八上城,无,已登场,波多野秀治,大名,首领,波多野家,八上城,无,已登场,波多野秀治,大名,首领,波多野家,八上城,无,已死亡,波多野秀治,无效,无效,无,无效,无,已死亡,波多野秀治,无效,无效,无,无效,无,已死亡,波多野秀治,无效,无效,无,无效,无,已登场,波多野秀治,船头,直臣,丰后水军,一尺屋之砦,无
lord_1_hachisuka_iemasa,蜂須賀家政,蜂须贺家政,蜂须贺,家政,Hachisuka Iemasa,clan_hachisuka_1,sanyo,基于分组自动创建家族,,1559,1573,1638,病死,蜂须贺正胜,585,,,蜂须贺正胜 蜂须贺至镇,只限武将,4,4,温和,胆小,普通,普通,重视情义,60,艺术品,普通,普通,源氏,刀剑,64,54,70,74,65,2,2,2,1,1,1,1,0,0,1,1,1,0,0,1,0,无,强袭,无,无要求,,,未登场,蜂须贺家政,浪人,其他,无,井之口之町,无,未登场,蜂须贺家政,浪人,其他,无,井之口之町,无,未登场,蜂须贺家政,浪人,其他,无,井之口之町,无,未登场,蜂须贺家政,足轻组头,陪臣（蜂须贺正胜）,织田家,岐阜城,无,已登场,蜂须贺家政,足轻大将,陪臣（羽柴秀吉）,织田家,长滨城,无,已登场,蜂须贺家政,足轻大将,陪臣（羽柴秀吉）,织田家,姬路城,无,已登场,蜂须贺家政,足轻大将,陪臣（蜂须贺正胜）,羽柴家,上月城,无,已登场,蜂须贺家政,大名,首领,蜂须贺家,德岛城,无,已登场,蜂须贺家政,浪人,其他,无,鸟取之町,无
lord_1_hachisuka_koroku,蜂須賀小六,蜂须贺小六,蜂须贺,小六,Hachisuka Koroku,clan_hachisuka_1,sanyo,基于分组自动创建家族,,1526,1554,1586,病死,,,,,蜂须贺家政 蜂须贺至镇,全职种,10,10,性急,勇敢,理想,轻率,重视情义,72,武具,贪心,嗜酒如命,源氏,刀剑,73,85,72,83,74,4,2,3,0,2,3,2,3,2,2,1,2,0,0,1,0,焙烙，鬼谋，错乱之术,强袭，连续斩，拔突，二连苦无，半月，急所击，刚弓，刚力，铁壁,无,不可,,主角丰臣秀吉，墨俣筑城战胜利,已登场,蜂须贺小六,浪人,其他,无,井之口之町,无,已登场,蜂须贺小六,浪人,其他,无,井之口之町,无,已登场,蜂须贺小六,浪人,其他,无,井之口之町,无,已登场,蜂须贺正胜,足轻大将,陪臣（木下藤吉郎）,织田家,岐阜城,无,已登场,蜂须贺正胜,部将,陪臣（羽柴秀吉）,织田家,长滨城,无,已登场,蜂须贺正胜,部将,陪臣（羽柴秀吉）,织田家,姬路城,无,已登场,蜂须贺正胜,城主,直臣,羽柴家,上月城,无,已死亡,蜂须贺正胜,无效,无效,无,无效,无,已登场,蜂须贺小六,侍大将,直臣,六角家,大坂城,无
